4.620000,6.560576
4.640000,6.878514
4.660000,6.973815
4.680000,6.031518
4.700000,7.738798
4.720000,7.089144
4.740000,8.616702
4.760000,6.364562
4.780000,7.312002
4.800000,6.531009
4.820000,6.929647
4.840000,8.925275
4.860000,7.294153
4.880000,6.421997
4.900000,5.312535
4.920000,5.258234
4.940000,7.599155
4.960000,7.715215
4.980000,9.003436
5.000000,6.779143
5.020000,6.348699
5.040000,8.346629
5.060000,9.326012
5.080000,6.516161
5.100000,8.181712
5.120000,7.650009
5.140000,5.082650
5.160000,7.916842
5.180000,6.948683
5.200000,6.567664
5.220000,7.420385
5.240000,8.758479
5.260000,7.085232
5.280000,6.611120
5.300000,7.632973
5.320000,7.568387
5.340000,8.062018
5.360000,8.323301
5.380000,7.893457
5.400000,5.899647
5.420000,7.237879
5.440000,6.363208
5.460000,7.947865
5.480000,7.511271
5.500000,7.514035
5.520000,6.095083
5.540000,7.094613
5.560000,6.656693
5.580000,8.175315
5.600000,7.766360
5.620000,7.547345
5.640000,6.479561
5.660000,5.451915
5.680000,6.747923
5.700000,7.971237
5.720000,5.612132
5.740000,7.568083
5.760000,7.464173
5.780000,7.300536
5.800000,6.930589
5.820000,7.616374
5.840000,8.028809
5.860000,8.114657
5.880000,7.397125
5.900000,6.356381
5.920000,8.327320
5.940000,8.100375
5.960000,7.052469
5.980000,8.183709
6.000000,7.508372
6.020000,9.108443
6.040000,7.664762
6.060000,6.788561
6.080000,7.973847
6.100000,8.257707
6.120000,7.866939
6.140000,8.560714
6.160000,7.630236
6.180000,8.390337
6.200000,7.520455
6.220000,7.943194
6.240000,6.855952
6.260000,6.938613
6.280000,9.214564
6.300000,7.376751
6.320000,7.291877
6.340000,8.452036
6.360000,6.346893
6.380000,8.498924
6.400000,7.058177
6.420000,7.496722
6.440000,8.996881
6.460000,6.877957
6.480000,8.055402
6.500000,8.208062
6.520000,8.201638
6.540000,8.980149
6.560000,8.444413
6.580000,7.601032
6.600000,7.839854
6.620000,8.865352
6.640000,10.092856
6.660000,8.592760
6.680000,9.141218
6.700000,9.249022
6.720000,8.830071
6.740000,8.419694
6.760000,7.941977
6.780000,8.103317
6.800000,7.654201
6.820000,8.346948
6.840000,9.148249
6.860000,6.948184
6.880000,8.767247
6.900000,9.655237
6.920000,8.949888
6.940000,7.446555
6.960000,9.798739
6.980000,7.754089
7.000000,8.647836
7.020000,7.328716
7.040000,8.672043
7.060000,10.285333
7.080000,8.517121
7.100000,9.816306
7.120000,9.519562
7.140000,8.295164
7.160000,7.830881
7.180000,9.030999
7.200000,9.734615
7.220000,8.293476
7.240000,8.885986
7.260000,9.745156
7.280000,8.897918
7.300000,8.702770
7.320000,9.045588
7.340000,9.660248
7.360000,9.547123
7.380000,8.721940
7.400000,10.191890
7.420000,9.078139
7.440000,8.195194
7.460000,8.664311
7.480000,11.760718
7.500000,9.181414
7.520000,7.677523
7.540000,10.802977
7.560000,8.613709
7.580000,8.775801
7.600000,10.420875
7.620000,10.101988
7.640000,9.138429
7.660000,9.117795
7.680000,8.812008
7.700000,9.696330
7.720000,9.991348
7.740000,8.235152
7.760000,8.993397
7.780000,8.742079
7.800000,9.816513
7.820000,9.587769
7.840000,9.931170
7.860000,10.869530
7.880000,9.930427
7.900000,9.625383
7.920000,8.565535
7.940000,9.622548
7.960000,9.786236
7.980000,10.872828
8.000000,8.961207
8.020000,8.694515
8.040000,8.573883
8.060000,10.179815
8.080000,8.712127
8.100000,8.892482
8.120000,9.581014
8.140000,8.979796
8.160000,9.282162
8.180000,9.739845
8.200000,10.719360
8.220000,8.951318
8.240000,9.036076
8.260000,8.774219
8.280000,9.940507
8.300000,9.670060
8.320000,8.588134
8.340000,10.448915
8.360000,9.138013
8.380000,10.169487
8.400000,10.223195
8.420000,9.833638
8.440000,9.845041
8.460000,9.819960
8.480000,9.970165
8.500000,9.523780
8.520000,10.128597
8.540000,9.891790
8.560000,10.864800
8.580000,10.387010
8.600000,11.448573
8.620000,9.894218
8.640000,11.786594
8.660000,10.530824
8.680000,10.592027
8.700000,10.230367
8.720000,9.674712
8.740000,8.925976
8.760000,9.855973
8.780000,9.104462
8.800000,9.882154
8.820000,9.024454
8.840000,10.422994
8.860000,10.144288
8.880000,10.280559
8.900000,9.065787
8.920000,9.384029
8.940000,11.801541
8.960000,10.766526
8.980000,9.920113
9.000000,10.151504
9.020000,10.388437
9.040000,10.292190
9.060000,10.702141
9.080000,10.652787
9.100000,10.052432
9.120000,8.214356
9.140000,9.301626
9.160000,10.616057
9.180000,10.992922
9.200000,10.932927
9.220000,11.037345
9.240000,11.248038
9.260000,10.538672
9.280000,9.265275
9.300000,7.828951
9.320000,10.177168
9.340000,9.439829
9.360000,11.680908
9.380000,10.202788
9.400000,9.685221
9.420000,11.769821
9.440000,10.142660
9.460000,9.869843
9.480000,11.287845
9.500000,8.632629
9.520000,10.712020
9.540000,11.468151
9.560000,11.055680
9.580000,9.427099
9.600000,11.711715
9.620000,11.067790
9.640000,11.868942
9.660000,10.083185
9.680000,9.885416
9.700000,11.104278
9.720000,9.879159
9.740000,11.204322
9.760000,10.392016
9.780000,10.535751
9.800000,10.577086
9.820000,12.289530
9.840000,10.938571
9.860000,11.632551
9.880000,10.280005
9.900000,10.969248
9.920000,11.158815
9.940000,11.575633
9.960000,11.566400
9.980000,10.907365
